session_id,site_id,station_id,space_id,cluster_id,connection_time,disconnect_time,done_charging_time,kwh_delivered,user_id,timezone,session_duration_hr,charging_duration_hr,idle_time_hr,avg_power_kw,hour,day_of_week,is_weekend,month,date,revenue_fixed
5bc90cb9f9af8b0d7fe77d0a,2.0,2-39-128-18,CA-308,39.0,2018-04-26 03:07:04+00:00,2018-04-26 03:30:00+00:00,2018-04-26 03:29:55+00:00,2.568,,America/Los_Angeles,0.38222222222222224,0.38083333333333336,0.001388888888888889,6.71860465116279,3,3,0,4,2018-04-26,38.52
5bc90cb9f9af8b0d7fe77d0b,2.0,2-39-79-378,CA-326,39.0,2018-04-26 03:13:44+00:00,2018-04-26 16:47:48+00:00,2018-04-26 05:32:35+00:00,6.503,,America/Los_Angeles,13.567777777777778,2.3141666666666665,11.25361111111111,0.4792973548439931,3,3,0,4,2018-04-26,97.545
5bc90cb9f9af8b0d7fe77d0c,2.0,2-39-125-559,CA-505,39.0,2018-04-26 03:33:58+00:00,2018-04-26 05:36:31+00:00,2018-04-26 04:46:04+00:00,2.272,,America/Los_Angeles,2.0425,1.2016666666666667,0.8408333333333333,1.112362301101591,3,3,0,4,2018-04-26,34.08
5bc90cb9f9af8b0d7fe77d0d,2.0,2-39-139-28,CA-303,39.0,2018-04-26 06:20:56+00:00,2018-04-26 14:09:01+00:00,2018-04-26 14:08:56+00:00,13.926,,America/Los_Angeles,7.801388888888889,7.8,0.001388888888888889,1.7850667616165212,6,3,0,4,2018-04-26,208.89000000000001
5bc91212f9af8b0d98ff68ca,2.0,2-39-78-364,CA-495,39.0,2018-04-26 11:31:17+00:00,2018-04-26 12:51:36+00:00,2018-04-26 12:51:30+00:00,4.632,,America/Los_Angeles,1.3386111111111112,1.3369444444444445,0.0016666666666666668,3.4603029674206263,11,3,0,4,2018-04-26,69.47999999999999
5bc91212f9af8b0d98ff68cb,2.0,2-39-95-27,CA-319,39.0,2018-04-26 13:25:08+00:00,2018-04-27 01:17:37+00:00,2018-04-26 16:53:27+00:00,12.138,,America/Los_Angeles,11.874722222222223,3.4719444444444445,8.402777777777779,1.022171278860324,13,3,0,4,2018-04-26,182.07
5bc91212f9af8b0d98ff68cc,2.0,2-39-79-380,CA-489,39.0,2018-04-26 13:54:17+00:00,2018-04-26 23:08:24+00:00,2018-04-26 23:07:12+00:00,7.108,,America/Los_Angeles,9.235277777777778,9.215277777777779,0.02,0.7696574126988901,13,3,0,4,2018-04-26,106.61999999999999
5bc91212f9af8b0d98ff68cd,2.0,2-39-139-28,CA-303,39.0,2018-04-26 14:47:08+00:00,2018-04-27 00:59:45+00:00,2018-04-27 00:14:02+00:00,13.155,,America/Los_Angeles,10.210277777777778,9.448333333333334,0.7619444444444444,1.288407650243491,14,3,0,4,2018-04-26,197.325
5bc91212f9af8b0d98ff68ce,2.0,2-39-79-376,CA-324,39.0,2018-04-26 14:59:44+00:00,2018-04-26 23:51:12+00:00,2018-04-26 16:09:28+00:00,7.186,,America/Los_Angeles,8.857777777777779,1.1622222222222223,7.695555555555556,0.8112644254892122,14,3,0,4,2018-04-26,107.78999999999999
5bc91212f9af8b0d98ff68cf,2.0,2-39-79-381,CA-490,39.0,2018-04-26 15:05:16+00:00,2018-04-27 00:10:21+00:00,2018-04-26 16:06:18+00:00,2.354,,America/Los_Angeles,9.084722222222222,1.0172222222222222,8.0675,0.25911634306680936,15,3,0,4,2018-04-26,35.31
5bc91212f9af8b0d98ff68d0,2.0,2-39-88-438,CA-502,39.0,2018-04-26 15:05:56+00:00,2018-04-26 23:16:29+00:00,2018-04-26 17:09:59+00:00,13.413,,America/Los_Angeles,8.175833333333333,2.0675,6.108333333333333,1.6405667108347772,15,3,0,4,2018-04-26,201.195
5bc91212f9af8b0d98ff68d1,2.0,2-39-78-360,CA-322,39.0,2018-04-26 15:27:50+00:00,2018-04-27 00:14:34+00:00,2018-04-26 16:32:25+00:00,6.14,,America/Los_Angeles,8.778888888888888,1.0763888888888888,7.7025,0.6994051385900519,15,3,0,4,2018-04-26,92.1
5bc91212f9af8b0d98ff68d2,2.0,2-39-138-29,CA-304,39.0,2018-04-26 15:28:15+00:00,2018-04-26 19:41:54+00:00,2018-04-26 19:00:07+00:00,6.087,,America/Los_Angeles,4.2275,3.531111111111111,0.6963888888888888,1.4398580721466587,15,3,0,4,2018-04-26,91.30499999999999
5bc91212f9af8b0d98ff68d3,2.0,2-39-78-365,CA-321,39.0,2018-04-26 15:45:26+00:00,2018-04-27 00:30:02+00:00,2018-04-26 17:48:13+00:00,6.298,,America/Los_Angeles,8.743333333333334,2.046388888888889,6.696944444444444,0.720320243995425,15,3,0,4,2018-04-26,94.47
5bc91212f9af8b0d98ff68d4,2.0,2-39-79-377,CA-325,39.0,2018-04-26 15:46:05+00:00,2018-04-27 00:06:32+00:00,2018-04-26 16:55:21+00:00,4.182,,America/Los_Angeles,8.340833333333334,1.1544444444444444,7.186388888888889,0.5013887501248876,15,3,0,4,2018-04-26,62.730000000000004
5bc91212f9af8b0d98ff68d5,2.0,2-39-91-437,CA-317,39.0,2018-04-26 15:46:33+00:00,2018-04-26 22:41:11+00:00,2018-04-26 17:17:18+00:00,4.846,,America/Los_Angeles,6.910555555555556,1.5125,5.398055555555556,0.7012460808746683,15,3,0,4,2018-04-26,72.69
5bc91212f9af8b0d98ff68d6,2.0,2-39-79-383,CA-492,39.0,2018-04-26 15:47:39+00:00,2018-04-26 21:46:12+00:00,2018-04-26 16:40:35+00:00,2.65,,America/Los_Angeles,5.975833333333333,0.8822222222222222,5.0936111111111115,0.44345279598382376,15,3,0,4,2018-04-26,39.75
5bc91212f9af8b0d98ff68d7,2.0,2-39-90-26,CA-316,39.0,2018-04-26 15:55:18+00:00,2018-04-26 19:27:14+00:00,2018-04-26 17:05:02+00:00,2.997,,America/Los_Angeles,3.5322222222222224,1.1622222222222223,2.37,0.8484743630072349,15,3,0,4,2018-04-26,44.955
5bc91212f9af8b0d98ff68d8,2.0,2-39-78-367,CA-494,39.0,2018-04-26 15:56:04+00:00,2018-04-26 18:30:00+00:00,2018-04-26 16:55:02+00:00,2.68,,America/Los_Angeles,2.5655555555555556,0.9827777777777778,1.5827777777777778,1.0446080554352535,15,3,0,4,2018-04-26,40.2
5bc91212f9af8b0d98ff68d9,2.0,2-39-126-20,CA-310,39.0,2018-04-26 15:57:16+00:00,2018-04-27 00:33:13+00:00,2018-04-26 17:59:37+00:00,3.54,,America/Los_Angeles,8.599166666666667,2.0391666666666666,6.56,0.41166779726717706,15,3,0,4,2018-04-26,53.1
5bc91212f9af8b0d98ff68da,2.0,2-39-89-25,CA-315,39.0,2018-04-26 15:59:53+00:00,2018-04-26 23:47:33+00:00,2018-04-26 16:44:39+00:00,1.916,,America/Los_Angeles,7.794444444444444,0.7461111111111111,7.048333333333333,0.24581610833927298,15,3,0,4,2018-04-26,28.74
5bc91212f9af8b0d98ff68db,2.0,2-39-78-361,CA-493,39.0,2018-04-26 16:01:29+00:00,2018-04-27 00:01:37+00:00,2018-04-26 17:33:17+00:00,2.757,,America/Los_Angeles,8.002222222222223,1.53,6.472222222222222,0.3445292974173841,16,3,0,4,2018-04-26,41.355000000000004
5bc91212f9af8b0d98ff68dc,2.0,2-39-123-23,CA-313,39.0,2018-04-26 16:01:58+00:00,2018-04-26 19:20:15+00:00,2018-04-26 19:20:10+00:00,10.248,,America/Los_Angeles,3.3047222222222223,3.3033333333333332,0.001388888888888889,3.1010170631251572,16,3,0,4,2018-04-26,153.72
5bc91212f9af8b0d98ff68dd,2.0,2-39-125-21,CA-311,39.0,2018-04-26 16:07:42+00:00,2018-04-27 00:44:12+00:00,2018-04-27 00:28:37+00:00,14.0,,America/Los_Angeles,8.608333333333333,8.348611111111111,0.25972222222222224,1.6263310745401744,16,3,0,4,2018-04-26,210.0
5bc91212f9af8b0d98ff68de,2.0,2-39-124-22,CA-312,39.0,2018-04-26 16:09:35+00:00,2018-04-26 23:56:57+00:00,2018-04-26 23:49:35+00:00,14.01,,America/Los_Angeles,7.789444444444444,7.666666666666667,0.12277777777777778,1.798587832536909,16,3,0,4,2018-04-26,210.15
5bc91212f9af8b0d98ff68df,2.0,2-39-128-18,CA-308,39.0,2018-04-26 16:20:52+00:00,2018-04-26 18:24:32+00:00,2018-04-26 18:24:24+00:00,6.709,,America/Los_Angeles,2.061111111111111,2.0588888888888888,0.0022222222222222222,3.2550404312668464,16,3,0,4,2018-04-26,100.63499999999999
5bc91212f9af8b0d98ff68e0,2.0,2-39-88-24,CA-314,39.0,2018-04-26 16:21:31+00:00,2018-04-27 03:18:49+00:00,2018-04-27 03:18:29+00:00,25.981,,America/Los_Angeles,10.955,10.949444444444444,0.005555555555555556,2.3716111364673664,16,3,0,4,2018-04-26,389.71500000000003
5bc91212f9af8b0d98ff68e1,2.0,2-39-90-440,CA-500,39.0,2018-04-26 16:38:47+00:00,2018-04-27 00:49:04+00:00,2018-04-26 18:37:00+00:00,4.263,,America/Los_Angeles,8.171388888888888,1.9702777777777778,6.2011111111111115,0.5216983376958901,16,3,0,4,2018-04-26,63.945
5bc91212f9af8b0d98ff68e2,2.0,2-39-91-441,CA-499,39.0,2018-04-26 16:41:12+00:00,2018-04-26 19:26:19+00:00,2018-04-26 19:26:14+00:00,5.723,,America/Los_Angeles,2.7519444444444443,2.7505555555555556,0.001388888888888889,2.0796204703744827,16,3,0,4,2018-04-26,85.845
5bc91212f9af8b0d98ff68e3,2.0,2-39-92-442,CA-498,39.0,2018-04-26 16:53:04+00:00,2018-04-27 01:26:00+00:00,2018-04-26 18:25:40+00:00,4.384,,America/Los_Angeles,8.54888888888889,1.5433333333333332,7.0055555555555555,0.5128151806602548,16,3,0,4,2018-04-26,65.76
