session_id,site_id,station_id,space_id,cluster_id,connection_time,disconnect_time,done_charging_time,kwh_delivered,user_id,timezone,session_duration_hr,charging_duration_hr,idle_time_hr,avg_power_kw,hour,day_of_week,is_weekend,month,date,revenue_fixed
5bc90cb9f9af8b0d7fe77cd2,2.0,2-39-78-362,CA-496,39.0,2018-04-25 11:08:04+00:00,2018-04-25 13:20:10+00:00,2018-04-25 13:21:10+00:00,7.932,,America/Los_Angeles,2.2016666666666667,2.2183333333333333,-0.016666666666666666,3.6027252081756247,11,2,0,4,2018-04-25,118.98
5bc90cb9f9af8b0d7fe77cd3,2.0,2-39-95-27,CA-319,39.0,2018-04-25 13:45:10+00:00,2018-04-26 00:56:16+00:00,2018-04-25 16:44:15+00:00,10.013,,America/Los_Angeles,11.185,2.984722222222222,8.200277777777778,0.8952168082253017,13,2,0,4,2018-04-25,150.195
5bc90cb9f9af8b0d7fe77cd4,2.0,2-39-79-380,CA-489,39.0,2018-04-25 13:45:50+00:00,2018-04-25 23:04:45+00:00,2018-04-25 14:51:44+00:00,5.257,,America/Los_Angeles,9.315277777777778,1.0983333333333334,8.216944444444444,0.5643417325182645,13,2,0,4,2018-04-25,78.85499999999999
5bc90cb9f9af8b0d7fe77cd5,2.0,2-39-79-379,CA-327,39.0,2018-04-25 14:37:06+00:00,2018-04-25 23:55:34+00:00,2018-04-25 16:05:22+00:00,5.177,,America/Los_Angeles,9.307777777777778,1.471111111111111,7.836666666666667,0.5562015041184194,14,2,0,4,2018-04-25,77.655
5bc90cb9f9af8b0d7fe77cd6,2.0,2-39-79-381,CA-490,39.0,2018-04-25 14:40:34+00:00,2018-04-25 23:03:12+00:00,2018-04-25 17:40:30+00:00,10.119,,America/Los_Angeles,8.377222222222223,2.9988888888888887,5.378333333333333,1.207918296969295,14,2,0,4,2018-04-25,151.785
5bc90cb9f9af8b0d7fe77cd7,2.0,2-39-139-28,CA-303,39.0,2018-04-25 14:43:50+00:00,2018-04-26 01:17:30+00:00,2018-04-25 16:18:28+00:00,7.91,,America/Los_Angeles,10.561111111111112,1.5772222222222223,8.983888888888888,0.7489742240925829,14,2,0,4,2018-04-25,118.65
5bc90cb9f9af8b0d7fe77cd8,2.0,2-39-91-441,CA-499,39.0,2018-04-25 14:47:42+00:00,2018-04-25 18:27:51+00:00,2018-04-25 18:27:42+00:00,15.294,,America/Los_Angeles,3.6691666666666665,3.6666666666666665,0.0025,4.168248921190098,14,2,0,4,2018-04-25,229.41
5bc90cb9f9af8b0d7fe77cd9,2.0,2-39-79-377,CA-325,39.0,2018-04-25 14:58:25+00:00,2018-04-25 19:06:29+00:00,2018-04-25 16:48:29+00:00,6.953,,America/Los_Angeles,4.134444444444444,1.8344444444444445,2.3,1.6817253426498255,14,2,0,4,2018-04-25,104.295
5bc90cb9f9af8b0d7fe77cda,2.0,2-39-79-382,CA-491,39.0,2018-04-25 15:10:52+00:00,2018-04-25 18:15:46+00:00,2018-04-25 16:07:56+00:00,2.174,,America/Los_Angeles,3.0816666666666666,0.9511111111111111,2.1305555555555555,0.7054624121146565,15,2,0,4,2018-04-25,32.61
5bc90cb9f9af8b0d7fe77cdb,2.0,2-39-78-362,CA-496,39.0,2018-04-25 15:12:11+00:00,2018-04-25 18:29:21+00:00,2018-04-25 18:30:20+00:00,2.439,,America/Los_Angeles,3.286111111111111,3.3025,-0.01638888888888889,0.7422147083685545,15,2,0,4,2018-04-25,36.585
5bc90cb9f9af8b0d7fe77cdc,2.0,2-39-78-366,CA-323,39.0,2018-04-25 15:14:06+00:00,2018-04-25 18:33:30+00:00,2018-04-25 18:33:20+00:00,6.955,,America/Los_Angeles,3.3233333333333333,3.3205555555555555,0.002777777777777778,2.0927783350050153,15,2,0,4,2018-04-25,104.325
5bc90cb9f9af8b0d7fe77cdd,2.0,2-39-91-437,CA-317,39.0,2018-04-25 15:14:41+00:00,2018-04-26 02:26:03+00:00,2018-04-25 16:18:11+00:00,3.249,,America/Los_Angeles,11.189444444444444,1.0583333333333333,10.13111111111111,0.2903629412640882,15,2,0,4,2018-04-25,48.735
5bc90cb9f9af8b0d7fe77cde,2.0,2-39-78-361,CA-493,39.0,2018-04-25 15:14:49+00:00,2018-04-25 23:52:50+00:00,2018-04-25 16:42:00+00:00,2.72,,America/Los_Angeles,8.633611111111112,1.4530555555555555,7.180555555555555,0.31504777838550885,15,2,0,4,2018-04-25,40.800000000000004
5bc90cb9f9af8b0d7fe77cdf,2.0,2-39-78-360,CA-322,39.0,2018-04-25 15:20:56+00:00,2018-04-25 23:49:32+00:00,2018-04-25 16:07:41+00:00,2.575,,America/Los_Angeles,8.476666666666667,0.7791666666666667,7.6975,0.30377506881635863,15,2,0,4,2018-04-25,38.625
5bc90cb9f9af8b0d7fe77ce0,2.0,2-39-125-21,CA-311,39.0,2018-04-25 15:30:31+00:00,2018-04-25 19:47:51+00:00,2018-04-25 18:54:57+00:00,5.4,,America/Los_Angeles,4.288888888888889,3.4072222222222224,0.8816666666666667,1.2590673575129534,15,2,0,4,2018-04-25,81.0
5bc90cb9f9af8b0d7fe77ce1,2.0,2-39-78-365,CA-321,39.0,2018-04-25 15:31:42+00:00,2018-04-26 00:57:15+00:00,2018-04-25 18:26:57+00:00,4.929,,America/Los_Angeles,9.425833333333333,2.9208333333333334,6.505,0.5229245866855274,15,2,0,4,2018-04-25,73.935
5bc90cb9f9af8b0d7fe77ce2,2.0,2-39-127-19,CA-309,39.0,2018-04-25 15:33:45+00:00,2018-04-26 00:42:15+00:00,2018-04-25 17:49:46+00:00,4.043,,America/Los_Angeles,9.141666666666667,2.2669444444444444,6.874722222222222,0.442260711030082,15,2,0,4,2018-04-25,60.645
5bc90cb9f9af8b0d7fe77ce3,2.0,2-39-79-383,CA-492,39.0,2018-04-25 15:44:42+00:00,2018-04-26 00:41:45+00:00,2018-04-25 17:40:09+00:00,2.49,,America/Los_Angeles,8.950833333333334,1.9241666666666666,7.026666666666666,0.278186388604413,15,2,0,4,2018-04-25,37.35
5bc90cb9f9af8b0d7fe77ce4,2.0,2-39-89-25,CA-315,39.0,2018-04-25 15:48:23+00:00,2018-04-26 00:32:18+00:00,2018-04-25 18:06:06+00:00,5.95,,America/Los_Angeles,8.731944444444444,2.2952777777777778,6.4366666666666665,0.681406076029903,15,2,0,4,2018-04-25,89.25
5bc90cb9f9af8b0d7fe77ce5,2.0,2-39-95-444,CA-497,39.0,2018-04-25 15:51:21+00:00,2018-04-26 00:32:44+00:00,2018-04-25 17:56:52+00:00,4.474,,America/Los_Angeles,8.689722222222223,2.0919444444444446,6.597777777777778,0.5148611066713551,15,2,0,4,2018-04-25,67.11
5bc90cb9f9af8b0d7fe77ce6,2.0,2-39-124-22,CA-312,39.0,2018-04-25 15:53:29+00:00,2018-04-26 00:28:12+00:00,2018-04-25 19:55:15+00:00,6.531,,America/Los_Angeles,8.578611111111112,4.029444444444445,4.549166666666666,0.7613120486999319,15,2,0,4,2018-04-25,97.96499999999999
5bc90cb9f9af8b0d7fe77ce7,2.0,2-39-89-439,CA-501,39.0,2018-04-25 15:57:29+00:00,2018-04-26 01:28:29+00:00,2018-04-25 18:23:12+00:00,6.023,,America/Los_Angeles,9.516666666666667,2.428611111111111,7.088055555555556,0.6328896672504377,15,2,0,4,2018-04-25,90.345
5bc90cb9f9af8b0d7fe77ce8,2.0,2-39-92-442,CA-498,39.0,2018-04-25 15:59:24+00:00,2018-04-26 00:51:51+00:00,2018-04-25 18:27:10+00:00,9.553,,America/Los_Angeles,8.874166666666667,2.4627777777777777,6.411388888888889,1.0764954455817448,15,2,0,4,2018-04-25,143.29500000000002
5bc90cb9f9af8b0d7fe77ce9,2.0,2-39-123-23,CA-313,39.0,2018-04-25 16:01:26+00:00,2018-04-26 00:33:06+00:00,2018-04-26 00:14:16+00:00,14.693,,America/Los_Angeles,8.527777777777779,8.213888888888889,0.3138888888888889,1.722957654723127,16,2,0,4,2018-04-25,220.39499999999998
5bc90cb9f9af8b0d7fe77cea,2.0,2-39-90-440,CA-500,39.0,2018-04-25 16:02:03+00:00,2018-04-25 21:31:50+00:00,2018-04-25 17:14:25+00:00,2.207,,America/Los_Angeles,5.496388888888889,1.2061111111111111,4.290277777777778,0.4015363622580482,16,2,0,4,2018-04-25,33.105
5bc90cb9f9af8b0d7fe77ceb,2.0,2-39-78-364,CA-495,39.0,2018-04-25 16:02:10+00:00,2018-04-25 19:27:55+00:00,2018-04-25 19:27:51+00:00,9.153,,America/Los_Angeles,3.4291666666666667,3.4280555555555554,0.0011111111111111111,2.669161603888214,16,2,0,4,2018-04-25,137.29500000000002
5bc90cb9f9af8b0d7fe77cec,2.0,2-39-88-24,CA-314,39.0,2018-04-25 16:03:59+00:00,2018-04-25 23:57:15+00:00,2018-04-25 22:19:58+00:00,17.446,,America/Los_Angeles,7.887777777777778,6.266388888888889,1.621388888888889,2.2117763065220455,16,2,0,4,2018-04-25,261.69
5bc90cb9f9af8b0d7fe77ced,2.0,2-39-90-26,CA-316,39.0,2018-04-25 16:04:31+00:00,2018-04-26 01:42:00+00:00,2018-04-25 18:13:16+00:00,4.548,,America/Los_Angeles,9.624722222222223,2.1458333333333335,7.478888888888889,0.4725331178388986,16,2,0,4,2018-04-25,68.22
5bc90cb9f9af8b0d7fe77cee,2.0,2-39-88-438,CA-502,39.0,2018-04-25 16:25:51+00:00,2018-04-25 22:30:46+00:00,2018-04-25 22:30:41+00:00,32.708,,America/Los_Angeles,6.081944444444445,6.080555555555556,0.001388888888888889,5.3778853619547835,16,2,0,4,2018-04-25,490.62
5bc90cb9f9af8b0d7fe77cef,2.0,2-39-78-363,CA-320,39.0,2018-04-25 16:38:01+00:00,2018-04-26 00:00:51+00:00,2018-04-25 18:48:11+00:00,6.764,,America/Los_Angeles,7.3805555555555555,2.1694444444444443,5.211111111111111,0.9164621753857735,16,2,0,4,2018-04-25,101.46000000000001
5bc90cb9f9af8b0d7fe77cf0,2.0,2-39-79-378,CA-326,39.0,2018-04-25 16:52:05+00:00,2018-04-26 01:53:12+00:00,2018-04-25 21:40:57+00:00,10.879,,America/Los_Angeles,9.018611111111111,4.814444444444445,4.204166666666667,1.20628330304617,16,2,0,4,2018-04-25,163.185
5bc90cb9f9af8b0d7fe77cf1,2.0,2-39-123-557,CA-503,39.0,2018-04-25 17:06:18+00:00,2018-04-26 02:10:51+00:00,2018-04-25 19:21:33+00:00,5.07,,America/Los_Angeles,9.075833333333334,2.254166666666667,6.821666666666666,0.5586263887613626,17,2,0,4,2018-04-25,76.05000000000001
5bc90cb9f9af8b0d7fe77cf3,2.0,2-39-78-366,CA-323,39.0,2018-04-25 18:47:12+00:00,2018-04-25 19:36:38+00:00,2018-04-25 19:36:31+00:00,2.375,,America/Los_Angeles,0.8238888888888889,0.8219444444444445,0.0019444444444444444,2.882670262980445,18,2,0,4,2018-04-25,35.625
5bc90cb9f9af8b0d7fe77cf4,2.0,2-39-78-362,CA-496,39.0,2018-04-25 19:32:05+00:00,2018-04-25 21:46:47+00:00,2018-04-25 21:47:47+00:00,6.523,,America/Los_Angeles,2.245,2.2616666666666667,-0.016666666666666666,2.905567928730512,19,2,0,4,2018-04-25,97.845
5bc90cb9f9af8b0d7fe77cf5,2.0,2-39-78-367,CA-494,39.0,2018-04-25 19:33:01+00:00,2018-04-25 23:43:32+00:00,2018-04-25 20:25:58+00:00,2.203,,America/Los_Angeles,4.175277777777778,0.8825,3.292777777777778,0.5276295655645,19,2,0,4,2018-04-25,33.044999999999995
5bc90cb9f9af8b0d7fe77cf6,2.0,2-39-91-441,CA-499,39.0,2018-04-25 19:40:02+00:00,2018-04-26 00:17:12+00:00,2018-04-25 22:07:12+00:00,7.738,,America/Los_Angeles,4.6194444444444445,2.452777777777778,2.1666666666666665,1.6750932050511125,19,2,0,4,2018-04-25,116.07000000000001
5bc90cb9f9af8b0d7fe77cf7,2.0,2-39-79-377,CA-325,39.0,2018-04-25 19:41:42+00:00,2018-04-26 00:35:28+00:00,2018-04-25 23:12:06+00:00,12.94,,America/Los_Angeles,4.896111111111111,3.506666666666667,1.3894444444444445,2.642913877226824,19,2,0,4,2018-04-25,194.1
5bc90cb9f9af8b0d7fe77cf8,2.0,2-39-78-366,CA-323,39.0,2018-04-25 19:43:13+00:00,2018-04-26 00:56:23+00:00,2018-04-26 00:56:17+00:00,14.328,,America/Los_Angeles,5.219444444444444,5.217777777777778,0.0016666666666666668,2.745119744544971,19,2,0,4,2018-04-25,214.92
5bc90cb9f9af8b0d7fe77cf9,2.0,2-39-79-376,CA-324,39.0,2018-04-25 20:14:50+00:00,2018-04-25 23:56:33+00:00,2018-04-25 23:28:12+00:00,4.189,,America/Los_Angeles,3.6952777777777777,3.222777777777778,0.4725,1.1336089603848756,20,2,0,4,2018-04-25,62.835
5bc90cb9f9af8b0d7fe77cfa,2.0,2-39-125-21,CA-311,39.0,2018-04-25 20:30:49+00:00,2018-04-26 02:52:48+00:00,2018-04-25 21:05:52+00:00,0.829,,America/Los_Angeles,6.366388888888889,0.5841666666666666,5.782222222222222,0.13021510537108946,20,2,0,4,2018-04-25,12.434999999999999
5bc90cb9f9af8b0d7fe77cfb,2.0,2-39-78-362,CA-496,39.0,2018-04-25 21:57:42+00:00,2018-04-26 03:06:25+00:00,2018-04-26 03:07:23+00:00,27.743,,America/Los_Angeles,5.145277777777777,5.161388888888889,-0.01611111111111111,5.391934351886843,21,2,0,4,2018-04-25,416.145
5bc90cb9f9af8b0d7fe77cfc,2.0,2-39-90-440,CA-500,39.0,2018-04-25 22:17:32+00:00,2018-04-26 02:07:17+00:00,2018-04-26 01:13:17+00:00,12.692,,America/Los_Angeles,3.8291666666666666,2.9291666666666667,0.9,3.3145593035908596,22,2,0,4,2018-04-25,190.38
5bc90cb9f9af8b0d7fe77cfd,2.0,2-39-88-438,CA-502,39.0,2018-04-25 22:42:48+00:00,2018-04-25 23:36:11+00:00,2018-04-25 23:18:46+00:00,1.304,,America/Los_Angeles,0.8897222222222222,0.5994444444444444,0.2902777777777778,1.4656259756478303,22,2,0,4,2018-04-25,19.560000000000002
5bc90cb9f9af8b0d7fe77cfe,2.0,2-39-79-380,CA-489,39.0,2018-04-26 00:02:16+00:00,2018-04-26 02:11:35+00:00,2018-04-26 02:00:58+00:00,11.466,,America/Los_Angeles,2.1552777777777776,1.9783333333333333,0.17694444444444443,5.31996391287537,0,3,0,4,2018-04-26,171.98999999999998
5bc90cb9f9af8b0d7fe77cff,2.0,2-39-79-379,CA-327,39.0,2018-04-26 00:03:03+00:00,2018-04-26 04:31:41+00:00,2018-04-26 03:32:19+00:00,11.695,,America/Los_Angeles,4.477222222222222,3.4877777777777776,0.9894444444444445,2.612110683707656,0,3,0,4,2018-04-26,175.425
5bc90cb9f9af8b0d7fe77d00,2.0,2-39-88-438,CA-502,39.0,2018-04-26 00:05:36+00:00,2018-04-26 00:31:05+00:00,2018-04-26 00:30:52+00:00,2.87,,America/Los_Angeles,0.4247222222222222,0.4211111111111111,0.003611111111111111,6.757357750163505,0,3,0,4,2018-04-26,43.050000000000004
5bc90cb9f9af8b0d7fe77d01,2.0,2-39-79-381,CA-490,39.0,2018-04-26 00:07:10+00:00,2018-04-26 04:17:45+00:00,2018-04-26 01:16:50+00:00,2.264,,America/Los_Angeles,4.176388888888889,1.1611111111111112,3.015277777777778,0.5420951114067176,0,3,0,4,2018-04-26,33.959999999999994
5bc90cb9f9af8b0d7fe77d02,2.0,2-39-78-367,CA-494,39.0,2018-04-26 01:21:28+00:00,2018-04-26 11:31:13+00:00,2018-04-26 09:20:00+00:00,1.02,,America/Los_Angeles,10.1625,7.975555555555555,2.1869444444444444,0.1003690036900369,1,3,0,4,2018-04-26,15.3
5bc90cb9f9af8b0d7fe77d03,2.0,2-39-139-28,CA-303,39.0,2018-04-26 01:40:29+00:00,2018-04-26 04:00:22+00:00,2018-04-26 02:32:53+00:00,5.023,,America/Los_Angeles,2.3313888888888887,0.8733333333333333,1.4580555555555557,2.1545097104730133,1,3,0,4,2018-04-26,75.345
5bc90cb9f9af8b0d7fe77d04,2.0,2-39-127-19,CA-309,39.0,2018-04-26 01:48:55+00:00,2018-04-26 04:00:36+00:00,2018-04-26 03:18:33+00:00,8.693,,America/Los_Angeles,2.194722222222222,1.4938888888888888,0.7008333333333333,3.9608657132008607,1,3,0,4,2018-04-26,130.39499999999998
5bc90cb9f9af8b0d7fe77d05,2.0,2-39-138-29,CA-304,39.0,2018-04-26 01:49:57+00:00,2018-04-26 03:48:38+00:00,2018-04-26 02:41:30+00:00,4.915,,America/Los_Angeles,1.9780555555555555,0.8591666666666666,1.1188888888888888,2.484763375930347,1,3,0,4,2018-04-26,73.725
5bc90cb9f9af8b0d7fe77d06,2.0,2-39-123-23,CA-313,39.0,2018-04-26 02:17:10+00:00,2018-04-26 04:29:39+00:00,2018-04-26 04:29:34+00:00,13.892,,America/Los_Angeles,2.2080555555555557,2.2066666666666666,0.001388888888888889,6.29150836583218,2,3,0,4,2018-04-26,208.38
5bc90cb9f9af8b0d7fe77d07,2.0,2-39-128-18,CA-308,39.0,2018-04-26 02:25:14+00:00,2018-04-26 02:36:24+00:00,2018-04-26 02:36:19+00:00,1.155,,America/Los_Angeles,0.18611111111111112,0.18472222222222223,0.001388888888888889,6.205970149253731,2,3,0,4,2018-04-26,17.325
5bc90cb9f9af8b0d7fe77d08,2.0,2-39-95-27,CA-319,39.0,2018-04-26 02:36:02+00:00,2018-04-26 04:38:47+00:00,2018-04-26 04:34:34+00:00,11.891,,America/Los_Angeles,2.0458333333333334,1.9755555555555555,0.07027777777777777,5.812301425661914,2,3,0,4,2018-04-26,178.365
5bc90cb9f9af8b0d7fe77d09,2.0,2-39-91-437,CA-317,39.0,2018-04-26 02:49:57+00:00,2018-04-26 04:24:44+00:00,2018-04-26 04:00:57+00:00,6.956,,America/Los_Angeles,1.5797222222222222,1.1833333333333333,0.3963888888888889,4.403305785123967,2,3,0,4,2018-04-26,104.34
